word,neg,neu,pos,compound,sentiment_cat
effective,0.0,0.0,1.0,0.4767,5
effeminate,0.0,1.0,0.0,0.0,3
effervescent,0.0,1.0,0.0,0.0,3
efficient,0.0,0.0,1.0,0.4215,5
effusive,0.0,1.0,0.0,0.0,3
egocentric,0.0,1.0,0.0,0.0,3
egotistical,1.0,0.0,0.0,-0.2263,2
elderly,0.0,1.0,0.0,0.0,3
elegant,0.0,0.0,1.0,0.4767,5
elfish,0.0,1.0,0.0,0.0,3
eloquent,0.0,1.0,0.0,0.0,3
elusive,0.0,1.0,0.0,0.0,3
emasculated,0.0,1.0,0.0,0.0,3
embarrassed,1.0,0.0,0.0,-0.3612,2
embarrassing,1.0,0.0,0.0,-0.3818,2
embellishing,0.0,1.0,0.0,0.0,3
embittered,1.0,0.0,0.0,-0.1027,2
embracing,0.0,1.0,0.0,0.0,3
emergent,0.0,1.0,0.0,0.0,3
emotional,0.0,0.0,1.0,0.1531,4
emotionless,0.0,1.0,0.0,0.0,3
empathetic,0.0,0.0,1.0,0.4019,5
empathic,0.0,1.0,0.0,0.0,3
emphatic,0.0,1.0,0.0,0.0,3
empirical,0.0,1.0,0.0,0.0,3
employed,0.0,1.0,0.0,0.0,3
empowering,0.0,1.0,0.0,0.0,3
encouraged,0.0,0.0,1.0,0.3612,4
encouraging,0.0,0.0,1.0,0.5267,5
encumbered,0.0,1.0,0.0,0.0,3
encyclopedic,0.0,1.0,0.0,0.0,3
energetic,0.0,0.0,1.0,0.4404,5
engaging,0.0,0.0,1.0,0.34,4
enigmatic,0.0,1.0,0.0,0.0,3
enlightened,0.0,0.0,1.0,0.4939,5
enterprising,0.0,0.0,1.0,0.5106,5
entertaining,0.0,0.0,1.0,0.4404,5
enthusiastic,0.0,0.0,1.0,0.4939,5
envious,1.0,0.0,0.0,-0.2732,2
equalitarian,0.0,1.0,0.0,0.0,3
equitable,0.0,1.0,0.0,0.0,3
equivocal,0.0,1.0,0.0,0.0,3
equivocating,0.0,1.0,0.0,0.0,3
erotic,0.0,1.0,0.0,0.0,3
erratic,0.0,1.0,0.0,0.0,3
erudite,0.0,1.0,0.0,0.0,3
esoteric,0.0,1.0,0.0,0.0,3
ethereal,0.0,1.0,0.0,0.0,3
ethical,0.0,0.0,1.0,0.5106,5
ethnocentric,0.0,1.0,0.0,0.0,3
evangelistic,0.0,1.0,0.0,0.0,3
evasive,0.0,1.0,0.0,0.0,3
even-handed,0.0,1.0,0.0,0.0,3
evil,1.0,0.0,0.0,-0.6597,1
exact,0.0,1.0,0.0,0.0,3
exacting,0.0,1.0,0.0,0.0,3
exaggerative,0.0,1.0,0.0,0.0,3
exasperated,1.0,0.0,0.0,-0.4215,1
excellent,0.0,0.0,1.0,0.5719,5
exceptional,0.0,1.0,0.0,0.0,3
excessive,0.0,1.0,0.0,0.0,3
excitable,0.0,0.0,1.0,0.3612,4
excited,0.0,0.0,1.0,0.34,4
exciting,0.0,0.0,1.0,0.4939,5
exclusive,0.0,0.0,1.0,0.128,4
exhausted,1.0,0.0,0.0,-0.3612,2
exhaustible,1.0,0.0,0.0,-0.25,2
exhaustive,1.0,0.0,0.0,-0.128,2
exhibitionistic,0.0,1.0,0.0,0.0,3
expansive,0.0,1.0,0.0,0.0,3
expectant,0.0,1.0,0.0,0.0,3
expedient,0.0,1.0,0.0,0.0,3
expeditious,0.0,1.0,0.0,0.0,3
experienced,0.0,1.0,0.0,0.0,3
experiential,0.0,1.0,0.0,0.0,3
experimenting,0.0,1.0,0.0,0.0,3
explicit,0.0,1.0,0.0,0.0,3
exploitative,0.0,1.0,0.0,0.0,3
explosive,0.0,1.0,0.0,0.0,3
expressive,0.0,1.0,0.0,0.0,3
extraordinary,0.0,1.0,0.0,0.0,3
extravagant,0.0,1.0,0.0,0.0,3
extraverted,0.0,1.0,0.0,0.0,3
extreme,0.0,1.0,0.0,0.0,3
extroverted,0.0,1.0,0.0,0.0,3
facetious,0.0,1.0,0.0,0.0,3
factious,0.0,1.0,0.0,0.0,3
faint-hearted,0.0,1.0,0.0,0.0,3
fair,0.0,0.0,1.0,0.3182,4
fair-minded,0.0,1.0,0.0,0.0,3
fair-natured,0.0,1.0,0.0,0.0,3
faithful,0.0,0.0,1.0,0.4404,5
faithless,1.0,0.0,0.0,-0.25,2
fake,1.0,0.0,0.0,-0.4767,1
false-hearted,0.0,1.0,0.0,0.0,3
faltering,0.0,1.0,0.0,0.0,3
familiar,0.0,1.0,0.0,0.0,3
famous,0.0,1.0,0.0,0.0,3
fanatical,0.0,1.0,0.0,0.0,3
fanciful,0.0,1.0,0.0,0.0,3
fancy,0.0,1.0,0.0,0.0,3
fancy-free,0.0,1.0,0.0,0.0,3
fantastical,0.0,0.0,1.0,0.4588,5
farseeing,0.0,1.0,0.0,0.0,3
fascinating,0.0,0.0,1.0,0.5423,5
fashionable,0.0,1.0,0.0,0.0,3
fastidious,0.0,1.0,0.0,0.0,3
fat,0.0,1.0,0.0,0.0,3
fatalistic,1.0,0.0,0.0,-0.25,2
fatherly,0.0,1.0,0.0,0.0,3
fatigueless,0.0,1.0,0.0,0.0,3
fatuous,0.0,1.0,0.0,0.0,3
faultfinding,1.0,0.0,0.0,-0.4767,1
fawning,0.0,1.0,0.0,0.0,3
fearful,1.0,0.0,0.0,-0.4939,1
fearless,0.0,0.0,1.0,0.4404,5
feckless,0.0,1.0,0.0,0.0,3
feeble-minded,0.0,1.0,0.0,0.0,3
feelingful,0.0,1.0,0.0,0.0,3
feelingless,0.0,1.0,0.0,0.0,3
felicitous,0.0,1.0,0.0,0.0,3
felonious,0.0,1.0,0.0,0.0,3
feminine,0.0,1.0,0.0,0.0,3
ferocious,1.0,0.0,0.0,-0.1027,2
fervent,0.0,0.0,1.0,0.2732,4
festive,0.0,0.0,1.0,0.4588,5
fickle,0.0,1.0,0.0,0.0,3
fidgety,1.0,0.0,0.0,-0.34,2
fiendish,0.0,1.0,0.0,0.0,3
fierce,0.0,1.0,0.0,0.0,3
fiery,1.0,0.0,0.0,-0.34,2
filthy,0.0,1.0,0.0,0.0,3
fine,0.0,0.0,1.0,0.2023,4
finicky,0.0,1.0,0.0,0.0,3
firm,0.0,1.0,0.0,0.0,3
fishy,0.0,1.0,0.0,0.0,3
flaky,0.0,1.0,0.0,0.0,3
flamboyant,0.0,1.0,0.0,0.0,3
flammable,0.0,1.0,0.0,0.0,3
flashy,0.0,1.0,0.0,0.0,3
flatterable,0.0,1.0,0.0,0.0,3
flattering,0.0,0.0,1.0,0.3182,4
flaunty,0.0,1.0,0.0,0.0,3
flawless,0.0,0.0,1.0,0.5106,5
flexible,0.0,0.0,1.0,0.2263,4
flighty,0.0,1.0,0.0,0.0,3
flinching,0.0,1.0,0.0,0.0,3
flippant,0.0,1.0,0.0,0.0,3
flirtatious,0.0,0.0,1.0,0.128,4
florid,0.0,1.0,0.0,0.0,3
fluid,0.0,1.0,0.0,0.0,3
fluttery,0.0,1.0,0.0,0.0,3
folksy,0.0,1.0,0.0,0.0,3
foolhardy,1.0,0.0,0.0,-0.34,2
foolish,1.0,0.0,0.0,-0.2732,2
footloose,0.0,1.0,0.0,0.0,3
foppish,0.0,1.0,0.0,0.0,3
forbearing,0.0,1.0,0.0,0.0,3
forceful,0.0,1.0,0.0,0.0,3
forceless,0.0,1.0,0.0,0.0,3
forcible,0.0,1.0,0.0,0.0,3
foresighted,0.0,1.0,0.0,0.0,3
foresightless,0.0,1.0,0.0,0.0,3
forethoughtful,0.0,1.0,0.0,0.0,3
forgetful,1.0,0.0,0.0,-0.2732,2
forgiving,0.0,0.0,1.0,0.4404,5
forlorn,0.0,1.0,0.0,0.0,3
formal,0.0,1.0,0.0,0.0,3
forthcoming,0.0,1.0,0.0,0.0,3
forthright,0.0,1.0,0.0,0.0,3
fortunate,0.0,0.0,1.0,0.4404,5
forward,0.0,1.0,0.0,0.0,3
forward-looking,0.0,1.0,0.0,0.0,3
foul-mouthed,0.0,1.0,0.0,0.0,3
foxy,0.0,1.0,0.0,0.0,3
fractious,0.0,1.0,0.0,0.0,3
fragile,0.0,1.0,0.0,0.0,3
frank,0.0,1.0,0.0,0.0,3
fraternal,0.0,1.0,0.0,0.0,3
fraudulent,1.0,0.0,0.0,-0.4939,1
free,0.0,0.0,1.0,0.5106,5
free-living,0.0,1.0,0.0,0.0,3
free-minded,0.0,1.0,0.0,0.0,3
free-thinking,0.0,1.0,0.0,0.0,3
frenetic,0.0,1.0,0.0,0.0,3
frenzied,0.0,1.0,0.0,0.0,3
fretful,0.0,1.0,0.0,0.0,3
fretless,0.0,1.0,0.0,0.0,3
fretting,0.0,1.0,0.0,0.0,3
friendly,0.0,0.0,1.0,0.4939,5
frightenable,0.0,1.0,0.0,0.0,3
frightened,1.0,0.0,0.0,-0.4404,1
frightening,1.0,0.0,0.0,-0.4939,1
frigid,0.0,1.0,0.0,0.0,3
frisky,0.0,0.0,1.0,0.25,4
frivolous,0.0,1.0,0.0,0.0,3
frolicsome,0.0,1.0,0.0,0.0,3
frugal,0.0,1.0,0.0,0.0,3
frustrated,1.0,0.0,0.0,-0.5267,1
frustrating,1.0,0.0,0.0,-0.4404,1
fumbling,0.0,1.0,0.0,0.0,3
funny,0.0,0.0,1.0,0.4404,5
furious,1.0,0.0,0.0,-0.5719,1
fussy,0.0,1.0,0.0,0.0,3
gabby,0.0,1.0,0.0,0.0,3
gallant,0.0,0.0,1.0,0.4019,5
garish,0.0,1.0,0.0,0.0,3
garrulous,0.0,1.0,0.0,0.0,3
gauche,0.0,1.0,0.0,0.0,3
gaudy,0.0,1.0,0.0,0.0,3
generative,0.0,1.0,0.0,0.0,3
generous,0.0,0.0,1.0,0.5106,5
genial,0.0,0.0,1.0,0.4215,5
genteel,0.0,1.0,0.0,0.0,3
gentle,0.0,0.0,1.0,0.4404,5
gentlemanlike,0.0,1.0,0.0,0.0,3
gentle-minded,0.0,1.0,0.0,0.0,3
genuine,0.0,1.0,0.0,0.0,3
giddy,1.0,0.0,0.0,-0.1531,2
gifted,0.0,1.0,0.0,0.0,3
giggly,0.0,0.0,1.0,0.25,4
girlish,0.0,1.0,0.0,0.0,3
giving,0.0,0.0,1.0,0.34,4
glad,0.0,0.0,1.0,0.4588,5
glamorous,0.0,0.0,1.0,0.5106,5
gleeful,0.0,0.0,1.0,0.5994,5
glib,0.0,1.0,0.0,0.0,3
gloating,0.0,1.0,0.0,0.0,3
gloomy,1.0,0.0,0.0,-0.1531,2
glum,1.0,0.0,0.0,-0.4767,1
gluttonous,0.0,1.0,0.0,0.0,3
goading,0.0,1.0,0.0,0.0,3
goatish,0.0,1.0,0.0,0.0,3
god-fearing,0.0,1.0,0.0,0.0,3
godless,0.0,1.0,0.0,0.0,3
good,0.0,0.0,1.0,0.4404,5
good-for-nothing,0.0,1.0,0.0,0.0,3
good-hearted,0.0,1.0,0.0,0.0,3
good-humored,0.0,1.0,0.0,0.0,3
good-looking,0.0,1.0,0.0,0.0,3
good-natured,0.0,1.0,0.0,0.0,3
good-tempered,0.0,1.0,0.0,0.0,3
gorgeous,0.0,0.0,1.0,0.6124,5
gossipy,1.0,0.0,0.0,-0.3182,2
gourmet,0.0,1.0,0.0,0.0,3
grabby,0.0,1.0,0.0,0.0,3
graceful,0.0,0.0,1.0,0.4588,5
graceless,0.0,1.0,0.0,0.0,3
gracious,0.0,0.0,1.0,0.5574,5
grand,0.0,0.0,1.0,0.4588,5
grandfatherly,0.0,1.0,0.0,0.0,3
grandiloquent,0.0,1.0,0.0,0.0,3
grandiose,0.0,1.0,0.0,0.0,3
grandmotherly,0.0,1.0,0.0,0.0,3
grateful,0.0,0.0,1.0,0.4588,5
grave,1.0,0.0,0.0,-0.3818,2
greasy,0.0,1.0,0.0,0.0,3
great,0.0,0.0,1.0,0.6249,5
great-hearted,0.0,1.0,0.0,0.0,3
greedy,1.0,0.0,0.0,-0.3182,2
gregarious,0.0,1.0,0.0,0.0,3
gritty,0.0,1.0,0.0,0.0,3
grouchy,1.0,0.0,0.0,-0.4404,1
grousing,0.0,1.0,0.0,0.0,3
groveling,0.0,1.0,0.0,0.0,3
grudging,0.0,1.0,0.0,0.0,3
gruff,0.0,1.0,0.0,0.0,3
grumbly,0.0,1.0,0.0,0.0,3
grumpy,0.0,1.0,0.0,0.0,3
guarded,0.0,1.0,0.0,0.0,3
guileless,0.0,1.0,0.0,0.0,3
guilt-free,0.0,1.0,0.0,0.0,3
guiltless,0.0,0.0,1.0,0.2023,4
guilty,1.0,0.0,0.0,-0.4215,1
gullible,1.0,0.0,0.0,-0.3612,2
gushy,0.0,1.0,0.0,0.0,3
gutless,0.0,1.0,0.0,0.0,3
gutsy,0.0,1.0,0.0,0.0,3
habitual,0.0,1.0,0.0,0.0,3
halfhearted,0.0,1.0,0.0,0.0,3
halfwitted,0.0,1.0,0.0,0.0,3
handicapped,0.0,1.0,0.0,0.0,3
handsome,0.0,0.0,1.0,0.4939,5
handy,0.0,1.0,0.0,0.0,3
haphazard,0.0,1.0,0.0,0.0,3
hapless,1.0,0.0,0.0,-0.34,2
happy,0.0,0.0,1.0,0.5719,5
happy-go-lucky,0.0,1.0,0.0,0.0,3
harassing,1.0,0.0,0.0,-0.5423,1
hard,1.0,0.0,0.0,-0.1027,2
hardened,0.0,1.0,0.0,0.0,3
hardheaded,0.0,1.0,0.0,0.0,3
hard-hearted,0.0,1.0,0.0,0.0,3
hard-nosed,0.0,1.0,0.0,0.0,3
hard-shelled,0.0,1.0,0.0,0.0,3
hardworking,0.0,1.0,0.0,0.0,3
hardy,0.0,0.0,1.0,0.4019,5
harebrained,0.0,1.0,0.0,0.0,3
harmless,0.0,0.0,1.0,0.25,4
harsh,1.0,0.0,0.0,-0.4404,1
hasty,0.0,1.0,0.0,0.0,3
hateful,1.0,0.0,0.0,-0.4939,1
haughty,0.0,1.0,0.0,0.0,3
headlong,0.0,1.0,0.0,0.0,3
headstrong,0.0,1.0,0.0,0.0,3
healthful,0.0,1.0,0.0,0.0,3
healthy,0.0,0.0,1.0,0.4019,5
heartbroken,1.0,0.0,0.0,-0.6486,1
heartless,1.0,0.0,0.0,-0.4939,1
heartsick,0.0,1.0,0.0,0.0,3
hearty,0.0,1.0,0.0,0.0,3
heavy-handed,0.0,1.0,0.0,0.0,3
hectic,0.0,1.0,0.0,0.0,3
heedful,0.0,1.0,0.0,0.0,3
heedless,0.0,1.0,0.0,0.0,3
helpful,0.0,0.0,1.0,0.4215,5
helpless,1.0,0.0,0.0,-0.4588,1
heretical,0.0,1.0,0.0,0.0,3
hermitish,0.0,1.0,0.0,0.0,3
heroic,0.0,0.0,1.0,0.5574,5
hesitant,1.0,0.0,0.0,-0.25,2
hidebound,0.0,1.0,0.0,0.0,3
highbrow,0.0,1.0,0.0,0.0,3
highfalutin,0.0,1.0,0.0,0.0,3
high-handed,0.0,1.0,0.0,0.0,3
high-minded,0.0,1.0,0.0,0.0,3
high-principled,0.0,1.0,0.0,0.0,3
high-spirited,0.0,1.0,0.0,0.0,3
high-strung,0.0,1.0,0.0,0.0,3
hilarious,0.0,0.0,1.0,0.4019,5
histrionic,0.0,1.0,0.0,0.0,3
hit-or-miss,0.0,1.0,0.0,0.0,3
hoggish,0.0,1.0,0.0,0.0,3
holier-than-thou,0.0,1.0,0.0,0.0,3
holy,0.0,1.0,0.0,0.0,3
homeless,0.0,1.0,0.0,0.0,3
homespun,0.0,1.0,0.0,0.0,3
homicidal,0.0,1.0,0.0,0.0,3
honest,0.0,0.0,1.0,0.5106,5
honorable,0.0,0.0,1.0,0.5423,5
hopeful,0.0,0.0,1.0,0.5106,5
hopeless,1.0,0.0,0.0,-0.4588,1
hospitable,0.0,1.0,0.0,0.0,3
hostile,1.0,0.0,0.0,-0.3818,2
hot-blooded,0.0,1.0,0.0,0.0,3
hotheaded,0.0,1.0,0.0,0.0,3
hot-tempered,0.0,1.0,0.0,0.0,3
humane,0.0,1.0,0.0,0.0,3
humanistic,0.0,1.0,0.0,0.0,3
humanitarian,0.0,1.0,0.0,0.0,3
humble,0.0,1.0,0.0,0.0,3
humiliated,1.0,0.0,0.0,-0.34,2
humiliating,1.0,0.0,0.0,-0.296,2
humorless,1.0,0.0,0.0,-0.3182,2
humorous,0.0,0.0,1.0,0.3818,4
hungry,0.0,1.0,0.0,0.0,3
hurtful,1.0,0.0,0.0,-0.5267,1
hygienic,0.0,1.0,0.0,0.0,3
hypercritical,0.0,1.0,0.0,0.0,3
hypersensitive,0.0,1.0,0.0,0.0,3
hypersensual,0.0,1.0,0.0,0.0,3
hypochondriac,0.0,1.0,0.0,0.0,3
hypocritical,1.0,0.0,0.0,-0.4588,1
hysterical,1.0,0.0,0.0,-0.0258,2
iconoclastic,0.0,1.0,0.0,0.0,3
icy,0.0,1.0,0.0,0.0,3
idealistic,0.0,0.0,1.0,0.4215,5
ideological,0.0,1.0,0.0,0.0,3
idiotic,1.0,0.0,0.0,-0.5574,1
idle,0.0,1.0,0.0,0.0,3
idolatrous,0.0,1.0,0.0,0.0,3
ignorant,1.0,0.0,0.0,-0.2732,2
ill-bred,0.0,1.0,0.0,0.0,3
ill-fated,0.0,1.0,0.0,0.0,3
ill-humored,0.0,1.0,0.0,0.0,3
illiterate,0.0,1.0,0.0,0.0,3
ill-mannered,0.0,1.0,0.0,0.0,3
ill-natured,0.0,1.0,0.0,0.0,3
illogical,0.0,1.0,0.0,0.0,3
ill-tempered,0.0,1.0,0.0,0.0,3
ill-willed,0.0,1.0,0.0,0.0,3
imaginative,0.0,1.0,0.0,0.0,3
imitative,0.0,1.0,0.0,0.0,3
immaculate,0.0,1.0,0.0,0.0,3
immature,0.0,1.0,0.0,0.0,3
immoderate,0.0,1.0,0.0,0.0,3
immodest,0.0,1.0,0.0,0.0,3
immoral,1.0,0.0,0.0,-0.4588,1
immovable,0.0,1.0,0.0,0.0,3
impaired,0.0,1.0,0.0,0.0,3
impartial,0.0,1.0,0.0,0.0,3
impassioned,0.0,1.0,0.0,0.0,3
impassive,0.0,1.0,0.0,0.0,3
impatient,1.0,0.0,0.0,-0.296,2
imperceptive,0.0,1.0,0.0,0.0,3
impersonal,1.0,0.0,0.0,-0.3182,2
impertinent,0.0,1.0,0.0,0.0,3
imperturbable,0.0,1.0,0.0,0.0,3
impetuous,0.0,1.0,0.0,0.0,3
impious,0.0,1.0,0.0,0.0,3
impish,0.0,1.0,0.0,0.0,3
implacable,0.0,1.0,0.0,0.0,3
impolite,1.0,0.0,0.0,-0.3818,2
impolitic,0.0,1.0,0.0,0.0,3
important,0.0,0.0,1.0,0.2023,4
imposing,1.0,0.0,0.0,-0.1027,2
impractical,0.0,1.0,0.0,0.0,3
imprecise,0.0,1.0,0.0,0.0,3
impressible,0.0,0.0,1.0,0.2023,4
impressionable,0.0,0.0,1.0,0.0516,4
impressive,0.0,0.0,1.0,0.5106,5
improper,0.0,1.0,0.0,0.0,3
improvident,0.0,1.0,0.0,0.0,3
improvising,0.0,1.0,0.0,0.0,3
imprudent,0.0,1.0,0.0,0.0,3
impudent,0.0,1.0,0.0,0.0,3
impulsive,0.0,1.0,0.0,0.0,3
inaccessible,0.0,1.0,0.0,0.0,3
inaccurate,0.0,1.0,0.0,0.0,3
inactive,0.0,1.0,0.0,0.0,3
inaggressive,0.0,1.0,0.0,0.0,3
inane,0.0,1.0,0.0,0.0,3
inarticulate,0.0,1.0,0.0,0.0,3
inattentive,0.0,1.0,0.0,0.0,3
incapable,1.0,0.0,0.0,-0.3818,2
incautious,0.0,1.0,0.0,0.0,3
incendiary,0.0,1.0,0.0,0.0,3
incisive,0.0,1.0,0.0,0.0,3
incoercible,0.0,1.0,0.0,0.0,3
incoherent,0.0,1.0,0.0,0.0,3
incompetent,1.0,0.0,0.0,-0.4767,1
incompliant,0.0,1.0,0.0,0.0,3
inconfident,0.0,1.0,0.0,0.0,3
inconfinable,0.0,1.0,0.0,0.0,3
incongenial,0.0,1.0,0.0,0.0,3
inconsiderate,1.0,0.0,0.0,-0.4404,1
inconsistent,0.0,1.0,0.0,0.0,3
inconsolable,0.0,1.0,0.0,0.0,3
inconstant,0.0,1.0,0.0,0.0,3
incontrollable,0.0,1.0,0.0,0.0,3
inconvincible,0.0,1.0,0.0,0.0,3
incorrigible,0.0,1.0,0.0,0.0,3
incorrupt,0.0,1.0,0.0,0.0,3
incorruptible,0.0,1.0,0.0,0.0,3
incredulous,0.0,1.0,0.0,0.0,3
incurious,0.0,1.0,0.0,0.0,3
indecent,0.0,1.0,0.0,0.0,3
indecisive,1.0,0.0,0.0,-0.25,2
indefatigable,0.0,1.0,0.0,0.0,3
indefinite,0.0,1.0,0.0,0.0,3
indeliberate,0.0,1.0,0.0,0.0,3
indelicate,0.0,1.0,0.0,0.0,3
independent,0.0,1.0,0.0,0.0,3
indestructible,0.0,0.0,1.0,0.1531,4
indifferent,1.0,0.0,0.0,-0.2023,2
indignant,1.0,0.0,0.0,-0.4215,1
indirect,0.0,1.0,0.0,0.0,3
indiscreet,0.0,1.0,0.0,0.0,3
indivertible,0.0,1.0,0.0,0.0,3
individualistic,0.0,1.0,0.0,0.0,3
indocile,0.0,1.0,0.0,0.0,3
indolent,0.0,1.0,0.0,0.0,3
indomitable,0.0,1.0,0.0,0.0,3
indulgent,0.0,1.0,0.0,0.0,3
industrious,0.0,1.0,0.0,0.0,3
inefficient,0.0,1.0,0.0,0.0,3
inelegant,0.0,1.0,0.0,0.0,3
ineloquent,0.0,1.0,0.0,0.0,3
inert,0.0,1.0,0.0,0.0,3
inexact,0.0,1.0,0.0,0.0,3
inexcitable,0.0,1.0,0.0,0.0,3
inexhaustible,0.0,1.0,0.0,0.0,3
inexperienced,0.0,1.0,0.0,0.0,3
inexplicit,0.0,1.0,0.0,0.0,3
inexpressive,0.0,1.0,0.0,0.0,3
infantile,0.0,1.0,0.0,0.0,3
inflammatory,0.0,1.0,0.0,0.0,3
inflexible,0.0,1.0,0.0,0.0,3
influential,0.0,0.0,1.0,0.4404,5
informal,0.0,1.0,0.0,0.0,3
informative,0.0,1.0,0.0,0.0,3
informed,0.0,1.0,0.0,0.0,3
ingenious,0.0,1.0,0.0,0.0,3
ingenuous,0.0,1.0,0.0,0.0,3
ingratiating,0.0,1.0,0.0,0.0,3
ingratiatory,0.0,1.0,0.0,0.0,3
inharmonious,0.0,1.0,0.0,0.0,3
inhibited,1.0,0.0,0.0,-0.1027,2
inhospitable,0.0,1.0,0.0,0.0,3
inhuman,0.0,1.0,0.0,0.0,3
inhumane,0.0,1.0,0.0,0.0,3
inirritable,0.0,1.0,0.0,0.0,3
initiating,0.0,1.0,0.0,0.0,3
injudicious,0.0,1.0,0.0,0.0,3
innocent,0.0,0.0,1.0,0.34,4
innovative,0.0,0.0,1.0,0.4404,5
inoffensive,0.0,1.0,0.0,0.0,3
inquiring,0.0,1.0,0.0,0.0,3
inquisitive,0.0,0.0,1.0,0.1779,4
inquisitorial,0.0,1.0,0.0,0.0,3
insane,1.0,0.0,0.0,-0.4019,1
insatiable,0.0,1.0,0.0,0.0,3
insecure,1.0,0.0,0.0,-0.4215,1
insensate,0.0,1.0,0.0,0.0,3
insensitive,1.0,0.0,0.0,-0.2263,2
insensuous,0.0,1.0,0.0,0.0,3
insightful,0.0,1.0,0.0,0.0,3
insincere,1.0,0.0,0.0,-0.4215,1
insinuating,0.0,1.0,0.0,0.0,3
insistent,0.0,1.0,0.0,0.0,3
insolent,0.0,1.0,0.0,0.0,3
inspirational,0.0,0.0,1.0,0.5106,5
inspired,0.0,0.0,1.0,0.4939,5
instructible,0.0,1.0,0.0,0.0,3
insubordinate,0.0,1.0,0.0,0.0,3
insulting,1.0,0.0,0.0,-0.4939,1
insuppressible,0.0,1.0,0.0,0.0,3
intellectual,0.0,0.0,1.0,0.5106,5
intelligent,0.0,0.0,1.0,0.4588,5
intemperate,0.0,1.0,0.0,0.0,3
intense,0.0,0.0,1.0,0.0772,4
interested,0.0,0.0,1.0,0.4019,5
interesting,0.0,0.0,1.0,0.4019,5
interfering,0.0,1.0,0.0,0.0,3
intimate,0.0,1.0,0.0,0.0,3
intimidating,1.0,0.0,0.0,-0.4404,1
intolerant,0.0,1.0,0.0,0.0,3
intransigent,0.0,1.0,0.0,0.0,3
intrepid,0.0,1.0,0.0,0.0,3
intricate,0.0,0.0,1.0,0.1531,4
introspective,0.0,1.0,0.0,0.0,3
introverted,0.0,1.0,0.0,0.0,3
intrusive,0.0,1.0,0.0,0.0,3
intuiting,0.0,1.0,0.0,0.0,3
intuitive,0.0,1.0,0.0,0.0,3
invalidating,0.0,1.0,0.0,0.0,3
invariable,0.0,1.0,0.0,0.0,3
inventive,0.0,1.0,0.0,0.0,3
invidious,0.0,1.0,0.0,0.0,3
invincible,0.0,0.0,1.0,0.4939,5
inviting,0.0,0.0,1.0,0.3182,4
involved,0.0,1.0,0.0,0.0,3
inward,0.0,1.0,0.0,0.0,3
irascible,0.0,1.0,0.0,0.0,3
iron-hearted,0.0,1.0,0.0,0.0,3
ironical,0.0,1.0,0.0,0.0,3
irrational,1.0,0.0,0.0,-0.34,2
irreformable,0.0,1.0,0.0,0.0,3
irreligious,0.0,1.0,0.0,0.0,3
irrepressible,0.0,1.0,0.0,0.0,3
irresolute,1.0,0.0,0.0,-0.34,2
irresponsible,1.0,0.0,0.0,-0.4404,1
irrestrainable,0.0,1.0,0.0,0.0,3
irreverent,0.0,1.0,0.0,0.0,3
irritable,1.0,0.0,0.0,-0.4767,1
irritated,1.0,0.0,0.0,-0.4588,1
irritating,1.0,0.0,0.0,-0.4588,1
jabbering,0.0,1.0,0.0,0.0,3
jaded,1.0,0.0,0.0,-0.3818,2
jaunty,0.0,0.0,1.0,0.296,4
jazzy,0.0,1.0,0.0,0.0,3
jealous,1.0,0.0,0.0,-0.4588,1
jeering,0.0,1.0,0.0,0.0,3
jocular,0.0,0.0,1.0,0.296,4
jolly,0.0,0.0,1.0,0.5106,5
jovial,0.0,0.0,1.0,0.4404,5
joyful,0.0,0.0,1.0,0.5994,5
joyless,1.0,0.0,0.0,-0.5423,1
joyous,0.0,0.0,1.0,0.6249,5
judgmental,0.0,1.0,0.0,0.0,3
judicious,0.0,1.0,0.0,0.0,3
jumpy,1.0,0.0,0.0,-0.25,2
just,0.0,1.0,0.0,0.0,3
juvenile,0.0,1.0,0.0,0.0,3
keen,0.0,0.0,1.0,0.3612,4
kind,0.0,0.0,1.0,0.5267,5
kindhearted,0.0,1.0,0.0,0.0,3
kindly,0.0,0.0,1.0,0.4939,5
kingly,0.0,1.0,0.0,0.0,3
kinky,0.0,1.0,0.0,0.0,3
kittenish,0.0,1.0,0.0,0.0,3
knavish,0.0,1.0,0.0,0.0,3
know-it-all,0.0,1.0,0.0,0.0,3
knowledgeable,0.0,1.0,0.0,0.0,3
labile,0.0,1.0,0.0,0.0,3
lachrymose,0.0,1.0,0.0,0.0,3
lackadaisical,1.0,0.0,0.0,-0.3818,2
lackluster,0.0,1.0,0.0,0.0,3
laconic,0.0,1.0,0.0,0.0,3
ladylike,0.0,1.0,0.0,0.0,3
laid-back,0.0,1.0,0.0,0.0,3
lamblike,0.0,1.0,0.0,0.0,3
languid,0.0,1.0,0.0,0.0,3
larcenous,0.0,1.0,0.0,0.0,3
lascivious,0.0,1.0,0.0,0.0,3
laughing,0.0,0.0,1.0,0.4939,5
laughterless,0.0,1.0,0.0,0.0,3
lavish,0.0,1.0,0.0,0.0,3
law-abiding,0.0,1.0,0.0,0.0,3
lawless,0.0,1.0,0.0,0.0,3
lax,0.0,1.0,0.0,0.0,3
lazy,1.0,0.0,0.0,-0.3612,2
leadable,0.0,1.0,0.0,0.0,3
learned,0.0,1.0,0.0,0.0,3
lecherous,0.0,1.0,0.0,0.0,3
lecturing,0.0,1.0,0.0,0.0,3
